city,date,hightest_tem,lowest_tem
成都,2021-08-02,40,25
成都,2021-08-03,37,24
成都,2021-08-04,33,25
成都,2021-08-05,25,22
成都,2021-08-06,33,24
成都,2021-08-07,29,24
成都,2021-08-08,29,22
成都,2021-08-09,35,26
成都,2021-08-10,35,24
成都,2021-08-11,31,22
成都,2021-08-12,25,21
成都,2021-08-13,30,22
成都,2021-08-14,30,22
成都,2021-08-15,30,22
成都,2021-08-16,24,21
成都,2021-08-17,25,22
成都,2021-08-18,27,23
成都,2021-08-19,32,24
成都,2021-08-20,32,24
成都,2021-08-21,33,22
成都,2021-08-22,26,21
成都,2021-08-23,34,20
成都,2021-08-24,32,21
成都,2021-08-25,23,18
成都,2021-08-26,22,18
成都,2021-08-27,27,19
成都,2021-08-28,22,20
成都,2021-08-29,27,20
成都,2021-08-30,27,21
成都,2021-08-31,27,22
成都,2021-09-01,30,22
成都,2021-09-02,29,23
成都,2021-09-03,28,21
成都,2021-09-04,27,21
成都,2021-09-05,29,20
成都,2021-09-06,29,20
成都,2021-09-07,28,19
成都,2021-09-08,27,19
成都,2021-09-09,29,20
成都,2021-09-10,30,22
成都,2021-09-11,29,23
成都,2021-09-12,31,22
成都,2021-09-13,26,21
成都,2021-09-14,23,21
成都,2021-09-15,23,20
成都,2021-09-16,32,21
成都,2021-09-17,25,20
成都,2021-09-18,20,18
成都,2021-09-19,31,17
成都,2021-09-20,31,19
成都,2021-09-21,31,22
成都,2021-09-22,31,22
成都,2021-09-23,26,22
成都,2021-09-24,28,22
成都,2021-09-25,27,21
成都,2021-09-26,25,18
成都,2021-09-27,26,19
成都,2021-09-28,30,18
成都,2021-09-29,31,21
成都,2021-09-30,32,22
成都,2021-10-01,27,21
成都,2021-10-02,30,23
成都,2021-10-03,31,20
成都,2021-10-04,23,17
成都,2021-10-05,20,18
成都,2021-10-06,18,16
成都,2021-10-07,22,16
成都,2021-10-08,21,17
成都,2021-10-09,20,15
成都,2021-10-10,16,13
成都,2021-10-11,20,14
成都,2021-10-12,17,15
成都,2021-10-13,20,14
成都,2021-10-14,22,13
成都,2021-10-15,17,13
成都,2021-10-16,19,12
成都,2021-10-17,16,12
成都,2021-10-18,18,13
成都,2021-10-19,16,13
成都,2021-10-20,17,12
成都,2021-10-21,16,12
成都,2021-10-22,16,12
成都,2021-10-23,17,13
成都,2021-10-24,18,14
成都,2021-10-25,16,13
成都,2021-10-26,19,14
成都,2021-10-27,20,7
成都,2021-10-28,16,13
成都,2021-10-29,22,13
成都,2021-10-30,20,14
成都,2021-10-31,19,13
成都,2021-11-01,17,12
成都,2021-11-02,15,13
成都,2021-11-03,16,12
成都,2021-11-04,18,13
成都,2021-11-05,20,13
成都,2021-11-06,17,7
成都,2021-11-07,7,4
成都,2021-11-08,12,6
成都,2021-11-09,15,6
成都,2021-11-10,15,8
成都,2021-11-11,14,6
成都,2021-11-12,16,4
成都,2021-11-13,13,8
成都,2021-11-14,14,8
成都,2021-11-15,13,9
成都,2021-11-16,13,8
成都,2021-11-17,16,6
成都,2021-11-18,15,9
成都,2021-11-19,16,12
成都,2021-11-20,15,11
成都,2021-11-21,13,0
成都,2021-11-22,12,7
成都,2021-11-23,15,6
成都,2021-11-24,15,7
成都,2021-11-25,15,10
成都,2021-11-26,13,10
成都,2021-11-27,12,9
成都,2021-11-28,14,2
成都,2021-11-29,12,6
成都,2021-11-30,14,7
成都,2021-12-01,17,5
成都,2021-12-02,17,5
成都,2021-12-03,16,9
成都,2021-12-04,16,5
成都,2021-12-05,18,7
成都,2021-12-06,13,10
成都,2021-12-07,11,7
成都,2021-12-08,12,5
成都,2021-12-09,13,10
成都,2021-12-10,10,8
成都,2021-12-11,12,8
成都,2021-12-12,15,7
成都,2021-12-13,13,6
成都,2021-12-14,11,9
成都,2021-12-15,11,6
成都,2021-12-16,13,7
成都,2021-12-17,9,5
成都,2021-12-18,11,4
成都,2021-12-19,11,5
成都,2021-12-20,14,4
成都,2021-12-21,12,6
成都,2021-12-22,12,7
成都,2021-12-23,11,6
成都,2021-12-24,15,5
成都,2021-12-25,9,2
成都,2021-12-26,4,1
成都,2021-12-27,4,1
成都,2021-12-28,4,0
成都,2021-12-29,10,0
成都,2021-12-30,8,3
成都,2021-12-31,9,3
成都,2022-01-01,13,2
成都,2022-01-02,11,5
成都,2022-01-03,9,7
成都,2022-01-04,13,3
成都,2022-01-05,12,6
成都,2022-01-06,12,7
成都,2022-01-07,10,7
成都,2022-01-08,10,6
成都,2022-01-09,9,7
成都,2022-01-10,11,4
成都,2022-01-11,14,5
成都,2022-01-12,10,6
成都,2022-01-13,11,4
成都,2022-01-14,9,5
成都,2022-01-15,11,6
成都,2022-01-16,12,7
成都,2022-01-17,15,7
成都,2022-01-18,12,4
成都,2022-01-19,12,5
成都,2022-01-20,11,7
成都,2022-01-21,11,7
成都,2022-01-22,10,7
成都,2022-01-23,10,6
成都,2022-01-24,10,5
成都,2022-01-25,9,6
成都,2022-01-26,8,4
成都,2022-01-27,5,3
成都,2022-01-28,10,3
成都,2022-01-29,11,2
成都,2022-01-30,8,5
成都,2022-01-31,7,3
成都,2022-02-01,7,4
成都,2022-02-02,9,3
成都,2022-02-03,8,4
成都,2022-02-04,8,5
成都,2022-02-05,6,3
成都,2022-02-06,6,2
成都,2022-02-07,5,3
成都,2022-02-08,8,2
成都,2022-02-09,8,2
成都,2022-02-10,7,4
成都,2022-02-11,13,4
成都,2022-02-12,11,4
成都,2022-02-13,15,8
成都,2022-02-14,14,6
成都,2022-02-15,17,9
成都,2022-02-16,14,7
成都,2022-02-17,8,5
成都,2022-02-18,8,3
成都,2022-02-19,9,4
成都,2022-02-20,5,3
成都,2022-02-21,7,4
成都,2022-02-22,7,4
成都,2022-02-23,11,5
成都,2022-02-24,12,6
成都,2022-02-25,13,6
成都,2022-02-26,17,6
成都,2022-02-27,17,9
成都,2022-02-28,19,7
