id,city,month,avg_high_tem,avg_low_tem,extreme_high_tem,extreme_low_tem,avg_air_quality,best_air,best_air_date,worst_air,worst_air_date
1788,包头,2020年08月历史天气,26℃,17℃,31℃,10℃,45,20,08/30,71,08/07
1789,包头,2020年07月历史天气,28℃,18℃,32℃,15℃,45,20,07/17,70,07/05
1790,包头,2020年06月历史天气,29℃,14℃,36℃,10℃,80,21,06/13,139,06/01
1791,包头,2020年05月历史天气,24℃,10℃,35℃,4℃,55,26,05/23,85,05/02
1792,包头,2020年04月历史天气,17℃,2℃,31℃,-4℃,66,28,04/21,104,04/15
1793,包头,2020年03月历史天气,10℃,-4℃,18℃,-11℃,79,19,03/21,140,03/25
1794,包头,2020年02月历史天气,1℃,-12℃,10℃,-21℃,192,22,02/15,362,02/08
1795,包头,2020年01月历史天气,-5℃,-17℃,-1℃,-24℃,187,30,01/19,344,01/25
1796,包头,2019年12月历史天气,-3℃,-15℃,1℃,-26℃,131,20,12/01,242,12/22
1797,包头,2019年11月历史天气,5℃,-4℃,14℃,-16℃,75,30,11/26,121,11/08
1798,包头,2019年10月历史天气,15℃,3℃,25℃,-3℃,256,13,10/24,500,10/27
1799,包头,2019年09月历史天气,23℃,12℃,27℃,6℃,42,18,09/12,66,09/24
1800,包头,2019年08月历史天气,26℃,16℃,31℃,12℃,65,16,08/29,115,08/01
1801,包头,2019年07月历史天气,28℃,18℃,33℃,15℃,42,22,07/10,62,07/21
1802,包头,2019年06月历史天气,28℃,17℃,32℃,12℃,51,22,06/07,80,06/01
1803,包头,2019年05月历史天气,23℃,8℃,32℃,1℃,186,17,05/18,356,05/04
1804,包头,2019年04月历史天气,19℃,3℃,30℃,-3℃,130,10,04/24,250,04/20
1805,包头,2019年03月历史天气,10℃,-4℃,19℃,-9℃,98,19,03/05,178,03/02
1806,包头,2019年02月历史天气,0℃,-13℃,9℃,-22℃,108,24,02/24,193,02/19
1807,包头,2019年01月历史天气,-2℃,-16℃,3℃,-20℃,116,20,01/18,212,01/23
1808,包头,2018年12月历史天气,-4℃,-16℃,8℃,-23℃,152,28,12/06,276,12/02
1809,包头,2018年11月历史天气,6℃,-6℃,16℃,-12℃,82,15,11/03,150,11/26
1810,包头,2018年10月历史天气,13℃,0℃,21℃,-5℃,73,11,10/01,136,10/21
1811,包头,2018年09月历史天气,19℃,8℃,26℃,2℃,10,10,09/01,11,09/02
1812,包头,2018年08月历史天气,28℃,18℃,33℃,14℃,35,10,08/29,60,08/01
1813,包头,2018年07月历史天气,28℃,19℃,34℃,16℃,42,12,07/24,73,07/07
1814,包头,2018年06月历史天气,29℃,15℃,34℃,11℃,82,9,06/27,155,06/02
1815,包头,2018年05月历史天气,25℃,10℃,35℃,4℃,53,16,05/21,91,05/07
1816,包头,2018年04月历史天气,19℃,4℃,30℃,-7℃,80,13,04/06,148,04/09
1817,包头,2018年03月历史天气,13℃,-1℃,23℃,-11℃,91,23,03/23,160,03/28
1818,包头,2018年02月历史天气,0℃,-12℃,10℃,-21℃,59,14,02/19,104,02/18
1819,包头,2018年01月历史天气,-4℃,-16℃,1℃,-25℃,96,10,01/22,182,01/01
1820,包头,2017年12月历史天气,0℃,-13℃,3℃,-18℃,77,12,12/03,142,12/28
1821,包头,2017年11月历史天气,5℃,-7℃,14℃,-15℃,57,0,11/01,114,11/11
1822,包头,2017年10月历史天气,13℃,2℃,20℃,-6℃,0,0,10/01,0,10/01
1823,包头,2017年09月历史天气,25℃,10℃,30℃,1℃,0,0,09/01,0,09/01
1824,包头,2017年08月历史天气,27℃,15℃,33℃,0℃,0,0,08/01,0,08/01
1825,包头,2017年07月历史天气,32℃,20℃,39℃,15℃,0,0,07/01,0,07/01
1826,包头,2017年06月历史天气,29℃,15℃,34℃,9℃,0,0,06/01,0,06/01
1827,包头,2017年05月历史天气,26℃,10℃,35℃,2℃,0,0,05/01,0,05/01
1828,包头,2017年04月历史天气,18℃,4℃,27℃,-1℃,0,0,04/01,0,04/01
1829,包头,2017年03月历史天气,7℃,-4℃,13℃,-11℃,0,0,03/01,0,03/01
1830,包头,2017年02月历史天气,2℃,-12℃,8℃,-19℃,0,0,02/01,0,02/01
1831,包头,2017年01月历史天气,-1℃,-15℃,5℃,-22℃,0,0,01/01,0,01/01
1832,包头,2016年12月历史天气,1℃,-10℃,4℃,-18℃,0,0,12/01,0,12/01
1833,包头,2016年11月历史天气,5℃,-6℃,16℃,-16℃,0,0,11/01,0,11/01
1834,包头,2016年10月历史天气,15℃,2℃,27℃,-8℃,0,0,10/01,0,10/01
1835,包头,2016年09月历史天气,24℃,9℃,28℃,4℃,0,0,09/01,0,09/01
1836,包头,2016年08月历史天气,28℃,17℃,35℃,9℃,0,0,08/01,0,08/01
1837,包头,2016年07月历史天气,29℃,18℃,34℃,15℃,0,0,07/01,0,07/01
1838,包头,2016年06月历史天气,27℃,14℃,32℃,12℃,0,0,06/01,0,06/01
1839,包头,2016年05月历史天气,24℃,9℃,31℃,3℃,0,0,05/01,0,05/01
1840,包头,2016年04月历史天气,20℃,4℃,30℃,-2℃,0,0,04/01,0,04/01
1841,包头,2016年03月历史天气,10℃,-3℃,23℃,-12℃,0,0,03/01,0,03/01
1842,包头,2016年02月历史天气,0℃,-11℃,8℃,-18℃,0,0,02/01,0,02/01
1843,包头,2016年01月历史天气,-6℃,-17℃,3℃,-26℃,0,0,01/01,0,01/01
1844,包头,2015年12月历史天气,0℃,-11℃,3℃,-17℃,0,0,12/01,0,12/01
1845,包头,2015年11月历史天气,5℃,-1℃,13℃,-13℃,0,0,11/01,0,11/01
1846,包头,2015年10月历史天气,15℃,2℃,23℃,-5℃,0,0,10/01,0,10/01
1847,包头,2015年09月历史天气,22℃,10℃,27℃,4℃,0,0,09/01,0,09/01
1848,包头,2015年08月历史天气,29℃,14℃,34℃,12℃,0,0,08/01,0,08/01
1849,包头,2015年07月历史天气,30℃,17℃,34℃,14℃,0,0,07/01,0,07/01
1850,包头,2015年06月历史天气,26℃,14℃,33℃,7℃,0,0,06/01,0,06/01
1851,包头,2015年05月历史天气,24℃,9℃,32℃,1℃,0,0,05/01,0,05/01
1852,包头,2015年04月历史天气,17℃,3℃,27℃,-4℃,0,0,04/01,0,04/01
1853,包头,2015年03月历史天气,10℃,-5℃,20℃,-15℃,0,0,03/01,0,03/01
1854,包头,2015年02月历史天气,1℃,-11℃,8℃,-17℃,0,0,02/01,0,02/01
1855,包头,2015年01月历史天气,0℃,-13℃,3℃,-19℃,0,0,01/01,0,01/01
1856,包头,2014年12月历史天气,-2℃,-14℃,2℃,-19℃,0,0,12/01,0,12/01
1857,包头,2014年11月历史天气,5℃,-5℃,10℃,-10℃,0,0,11/01,0,11/01
1858,包头,2014年10月历史天气,17℃,4℃,24℃,1℃,0,0,10/01,0,10/01
1859,包头,2014年09月历史天气,22℃,10℃,27℃,6℃,0,0,09/01,0,09/01
1860,包头,2014年08月历史天气,26℃,14℃,34℃,10℃,0,0,08/01,0,08/01
1861,包头,2014年07月历史天气,30℃,18℃,35℃,15℃,0,0,07/01,0,07/01
1862,包头,2014年06月历史天气,28℃,15℃,33℃,11℃,0,0,06/01,0,06/01
1863,包头,2014年05月历史天气,24℃,9℃,34℃,0℃,0,0,05/01,0,05/01
1864,包头,2014年04月历史天气,19℃,5℃,26℃,-1℃,0,0,04/01,0,04/01
1865,包头,2014年03月历史天气,11℃,-3℃,22℃,-13℃,0,0,03/01,0,03/01
1866,包头,2014年02月历史天气,1℃,-9℃,10℃,-18℃,0,0,02/01,0,02/01
1867,包头,2014年01月历史天气,-1℃,-13℃,6℃,-21℃,0,0,01/01,0,01/01
1868,包头,2013年12月历史天气,0℃,-12℃,5℃,-18℃,0,0,12/01,0,12/01
1869,包头,2013年11月历史天气,5℃,-5℃,11℃,-14℃,0,0,11/01,0,11/01
1870,包头,2013年10月历史天气,15℃,2℃,24℃,-4℃,0,0,10/01,0,10/01
1871,包头,2013年09月历史天气,22℃,9℃,27℃,2℃,0,0,09/01,0,09/01
1872,包头,2013年08月历史天气,28℃,16℃,32℃,9℃,0,0,08/01,0,08/01
1873,包头,2013年07月历史天气,29℃,18℃,34℃,16℃,0,0,07/01,0,07/01
1874,包头,2013年06月历史天气,28℃,16℃,34℃,10℃,0,0,06/01,0,06/01
1875,包头,2013年05月历史天气,25℃,11℃,31℃,4℃,0,0,05/01,0,05/01
1876,包头,2013年04月历史天气,16℃,2℃,28℃,-6℃,0,0,04/01,0,04/01
1877,包头,2013年03月历史天气,10℃,-2℃,20℃,-14℃,0,0,03/01,0,03/01
1878,包头,2013年02月历史天气,1℃,-11℃,10℃,-16℃,0,0,02/01,0,02/01
1879,包头,2013年01月历史天气,-3℃,-15℃,4℃,-24℃,0,0,01/01,0,01/01
1880,包头,2012年12月历史天气,-4℃,-14℃,2℃,-23℃,0,0,12/01,0,12/01
1881,包头,2012年11月历史天气,2℃,-8℃,14℃,-15℃,0,0,11/01,0,11/01
1882,包头,2012年10月历史天气,13℃,1℃,21℃,-5℃,0,0,10/01,0,10/01
1883,包头,2012年09月历史天气,20℃,8℃,25℃,1℃,0,0,09/01,0,09/01
1884,包头,2012年08月历史天气,27℃,16℃,31℃,8℃,0,0,08/01,0,08/01
1885,包头,2012年07月历史天气,29℃,18℃,33℃,16℃,0,0,07/01,0,07/01
1886,包头,2012年06月历史天气,27℃,14℃,33℃,10℃,0,0,06/01,0,06/01
1887,包头,2012年05月历史天气,24℃,10℃,31℃,5℃,0,0,05/01,0,05/01
1888,包头,2012年04月历史天气,19℃,5℃,26℃,2℃,0,0,04/01,0,04/01
1889,包头,2012年03月历史天气,6℃,-4℃,17℃,-12℃,0,0,03/01,0,03/01
1890,包头,2012年02月历史天气,-2℃,-13℃,8℃,-21℃,0,0,02/01,0,02/01
1891,包头,2012年01月历史天气,-5℃,-16℃,-1℃,-19℃,0,0,01/01,0,01/01
1892,包头,2011年12月历史天气,-2℃,-12℃,2℃,-17℃,0,0,12/01,0,12/01
1893,包头,2011年11月历史天气,6℃,-3℃,15℃,-12℃,0,0,11/01,0,11/01
1894,包头,2011年10月历史天气,16℃,3℃,23℃,-1℃,0,0,10/01,0,10/01
1895,包头,2011年09月历史天气,22℃,8℃,30℃,2℃,0,0,09/01,0,09/01
1896,包头,2011年08月历史天气,30℃,17℃,36℃,14℃,0,0,08/01,0,08/01
1897,包头,2011年07月历史天气,30℃,17℃,34℃,13℃,0,0,07/01,0,07/01
1898,包头,2011年06月历史天气,30℃,16℃,34℃,12℃,0,0,06/01,0,06/01
1899,包头,2011年05月历史天气,22℃,8℃,30℃,4℃,0,0,05/01,0,05/01
1900,包头,2011年04月历史天气,17℃,3℃,25℃,-3℃,0,0,04/01,0,04/01
1901,包头,2011年03月历史天气,5℃,-6℃,18℃,-12℃,0,0,03/01,0,03/01
1902,包头,2011年02月历史天气,2℃,-9℃,10℃,-16℃,0,0,02/01,0,02/01
1903,包头,2011年01月历史天气,-8℃,-20℃,-3℃,-25℃,0,0,01/01,0,01/01
1904,保定,2022年04月历史天气,22℃,9℃,32℃,2℃,81,23,04/02,140,04/08
1905,保定,2022年03月历史天气,14℃,2℃,21℃,-5℃,87,26,03/01,148,03/24
1906,保定,2022年02月历史天气,5℃,-7℃,17℃,-13℃,82,29,02/21,135,02/10
1907,保定,2022年01月历史天气,3℃,-7℃,8℃,-12℃,129,23,01/31,235,01/07
1908,保定,2021年12月历史天气,7℃,-5℃,14℃,-13℃,100,27,12/17,174,12/11
1909,保定,2021年11月历史天气,11℃,0℃,18℃,-7℃,146,21,11/22,272,11/18
1910,保定,2021年10月历史天气,17℃,5℃,24℃,0℃,72,16,10/05,129,10/24
1911,保定,2021年09月历史天气,26℃,16℃,31℃,11℃,56,19,09/19,93,09/30
1912,保定,2021年08月历史天气,29℃,20℃,33℃,16℃,41,15,08/25,67,08/28
1913,保定,2021年07月历史天气,31℃,22℃,36℃,19℃,48,16,07/28,80,07/09
1914,保定,2021年06月历史天气,30℃,18℃,36℃,13℃,51,11,06/03,91,06/06
1915,保定,2021年05月历史天气,26℃,12℃,33℃,6℃,68,13,05/28,123,05/06
1916,保定,2021年04月历史天气,20℃,8℃,26℃,3℃,265,31,04/30,500,04/15
1917,保定,2021年03月历史天气,13℃,3℃,23℃,-6℃,269,39,03/01,500,03/15
1918,保定,2021年02月历史天气,10℃,-3℃,24℃,-11℃,153,51,02/01,255,02/11
1919,保定,2021年01月历史天气,3℃,-9℃,11℃,-19℃,108,29,01/07,187,01/12
1920,保定,2020年12月历史天气,2℃,-7℃,10℃,-15℃,122,33,12/13,212,12/11
1921,保定,2020年11月历史天气,11℃,0℃,21℃,-6℃,145,23,11/18,268,11/12
1922,保定,2020年10月历史天气,20℃,6℃,25℃,2℃,140,42,10/04,238,10/26
1923,保定,2020年09月历史天气,26℃,15℃,32℃,10℃,76,17,09/10,135,09/25
1924,保定,2020年08月历史天气,29℃,21℃,35℃,17℃,47,19,08/18,76,08/29
1925,保定,2020年07月历史天气,29℃,22℃,34℃,20℃,47,24,07/05,70,07/14
1926,保定,2020年06月历史天气,31℃,18℃,37℃,15℃,83,32,06/30,134,06/03
1927,保定,2020年05月历史天气,26℃,13℃,34℃,8℃,86,22,05/04,150,05/29
1928,保定,2020年04月历史天气,21℃,5℃,33℃,1℃,85,36,04/21,135,04/30
1929,保定,2020年03月历史天气,16℃,1℃,26℃,-5℃,84,26,03/03,142,03/06
1930,保定,2020年02月历史天气,8℃,-4℃,13℃,-10℃,150,31,02/16,269,02/12
1931,保定,2020年01月历史天气,4℃,-7℃,7℃,-10℃,270,40,01/11,500,01/24
1932,保定,2019年12月历史天气,3℃,-5℃,9℃,-13℃,139,31,12/30,248,12/10
1933,保定,2019年11月历史天气,11℃,0℃,20℃,-6℃,129,36,11/24,223,11/09
1934,保定,2019年10月历史天气,20℃,8℃,28℃,2℃,114,16,10/04,212,10/19
1935,保定,2019年09月历史天气,28℃,15℃,32℃,11℃,63,27,09/10,99,09/21
1936,保定,2019年08月历史天气,29℃,20℃,32℃,15℃,58,20,08/12,96,08/26
1937,保定,2019年07月历史天气,32℃,22℃,37℃,18℃,70,30,07/06,111,07/17
1938,保定,2019年06月历史天气,31℃,19℃,35℃,16℃,65,26,06/29,105,06/28
1939,保定,2019年05月历史天气,28℃,12℃,37℃,6℃,66,26,05/26,106,05/08
1940,保定,2019年04月历史天气,20℃,7℃,30℃,1℃,100,24,04/24,177,04/29
1941,保定,2019年03月历史天气,16℃,1℃,26℃,-4℃,135,37,03/05,234,03/04
1942,保定,2019年02月历史天气,4℃,-6℃,12℃,-12℃,198,43,02/15,354,02/22
1943,保定,2019年01月历史天气,4℃,-8℃,11℃,-14℃,221,50,01/30,393,01/13
1944,保定,2018年12月历史天气,3℃,-7℃,9℃,-16℃,142,40,12/06,244,12/15
1945,保定,2018年11月历史天气,12℃,0℃,20℃,-4℃,254,38,11/04,470,11/26
1946,保定,2018年10月历史天气,20℃,5℃,27℃,0℃,117,26,10/26,209,10/21
1947,保定,2018年09月历史天气,26℃,13℃,32℃,7℃,74,36,09/11,113,09/02
1948,保定,2018年08月历史天气,31℃,22℃,37℃,18℃,57,25,08/14,89,08/04
1949,保定,2018年07月历史天气,32℃,23℃,37℃,20℃,81,39,07/17,124,07/18
1950,保定,2018年06月历史天气,32℃,19℃,40℃,15℃,67,25,06/28,110,06/16
1951,保定,2018年05月历史天气,27℃,14℃,33℃,9℃,95,26,05/28,165,05/12
1952,保定,2018年04月历史天气,21℃,8℃,32℃,1℃,91,17,04/06,165,04/01
1953,保定,2018年03月历史天气,14℃,2℃,30℃,-4℃,170,31,03/15,309,03/13
1954,保定,2018年02月历史天气,6℃,-6℃,14℃,-11℃,119,21,02/07,217,02/28
1955,保定,2018年01月历史天气,1℃,-9℃,8℃,-14℃,149,30,01/28,268,01/14
1956,保定,2017年12月历史天气,5℃,-6℃,11℃,-9℃,177,27,12/24,328,12/30
1957,保定,2017年11月历史天气,10℃,-1℃,19℃,-8℃,137,0,11/01,274,11/19
1958,保定,2017年10月历史天气,16℃,7℃,26℃,0℃,0,0,10/01,0,10/01
1959,保定,2017年09月历史天气,27℃,15℃,32℃,9℃,0,0,09/01,0,09/01
1960,保定,2017年08月历史天气,30℃,21℃,37℃,16℃,0,0,08/01,0,08/01
1961,保定,2017年07月历史天气,32℃,23℃,38℃,19℃,0,0,07/01,0,07/01
1962,保定,2017年06月历史天气,30℃,18℃,36℃,13℃,0,0,06/01,0,06/01
1963,保定,2017年05月历史天气,29℃,14℃,34℃,10℃,0,0,05/01,0,05/01
1964,保定,2017年04月历史天气,23℃,9℃,32℃,5℃,0,0,04/01,0,04/01
1965,保定,2017年03月历史天气,14℃,1℃,19℃,-5℃,0,0,03/01,0,03/01
1966,保定,2017年02月历史天气,8℃,-4℃,15℃,-10℃,0,0,02/01,0,02/01
1967,保定,2017年01月历史天气,2℃,-7℃,7℃,-14℃,0,0,01/01,0,01/01
1968,保定,2016年12月历史天气,5℃,-5℃,10℃,-10℃,0,0,12/01,0,12/01
1969,保定,2016年11月历史天气,9℃,0℃,17℃,-8℃,0,0,11/01,0,11/01
1970,保定,2016年10月历史天气,18℃,8℃,27℃,-3℃,0,0,10/01,0,10/01
1971,保定,2016年09月历史天气,27℃,15℃,31℃,9℃,0,0,09/01,0,09/01
1972,保定,2016年08月历史天气,30℃,21℃,34℃,14℃,0,0,08/01,0,08/01
1973,保定,2016年07月历史天气,30℃,22℃,35℃,19℃,0,0,07/01,0,07/01
1974,保定,2016年06月历史天气,30℃,19℃,36℃,16℃,0,0,06/01,0,06/01
1975,保定,2016年05月历史天气,27℃,13℃,32℃,8℃,0,0,05/01,0,05/01
1976,保定,2016年04月历史天气,23℃,10℃,31℃,4℃,0,0,04/01,0,04/01
1977,保定,2016年03月历史天气,15℃,1℃,25℃,-5℃,0,0,03/01,0,03/01
1978,保定,2016年02月历史天气,6℃,-4℃,11℃,-12℃,0,0,02/01,0,02/01
1979,保定,2016年01月历史天气,0℃,-10℃,6℃,-19℃,0,0,01/01,0,01/01
1980,保定,2015年12月历史天气,5℃,-4℃,8℃,-9℃,0,0,12/01,0,12/01
1981,保定,2015年11月历史天气,7℃,0℃,18℃,-9℃,0,0,11/01,0,11/01
1982,保定,2015年10月历史天气,20℃,7℃,26℃,0℃,0,0,10/01,0,10/01
1983,保定,2015年09月历史天气,25℃,15℃,29℃,10℃,0,0,09/01,0,09/01
1984,保定,2015年08月历史天气,30℃,20℃,35℃,18℃,0,0,08/01,0,08/01
1985,保定,2015年07月历史天气,31℃,21℃,38℃,17℃,0,0,07/01,0,07/01
1986,保定,2015年06月历史天气,30℃,19℃,33℃,15℃,0,0,06/01,0,06/01
1987,保定,2015年05月历史天气,27℃,14℃,34℃,8℃,0,0,05/01,0,05/01
1988,保定,2015年04月历史天气,22℃,8℃,31℃,0℃,0,0,04/01,0,04/01
1989,保定,2015年03月历史天气,15℃,1℃,23℃,-7℃,0,0,03/01,0,03/01
1990,保定,2015年02月历史天气,6℃,-4℃,13℃,-11℃,0,0,02/01,0,02/01
1991,保定,2015年01月历史天气,4℃,-7℃,8℃,-12℃,0,0,01/01,0,01/01
1992,保定,2014年12月历史天气,4℃,-7℃,10℃,-10℃,0,0,12/01,0,12/01
1993,保定,2014年11月历史天气,11℃,0℃,18℃,-5℃,0,0,11/01,0,11/01
1994,保定,2014年10月历史天气,20℃,8℃,25℃,3℃,0,0,10/01,0,10/01
1995,保定,2014年09月历史天气,25℃,15℃,31℃,10℃,0,0,09/01,0,09/01
1996,保定,2014年08月历史天气,30℃,20℃,34℃,17℃,0,0,08/01,0,08/01
1997,保定,2014年07月历史天气,32℃,22℃,37℃,20℃,0,0,07/01,0,07/01
1998,保定,2014年06月历史天气,30℃,19℃,35℃,16℃,0,0,06/01,0,06/01
1999,保定,2014年05月历史天气,28℃,14℃,37℃,6℃,0,0,05/01,0,05/01
2000,保定,2014年04月历史天气,23℃,10℃,28℃,5℃,0,0,04/01,0,04/01
2001,保定,2014年03月历史天气,15℃,2℃,24℃,-4℃,0,0,03/01,0,03/01
2002,保定,2014年02月历史天气,4℃,-4℃,9℃,-12℃,0,0,02/01,0,02/01
2003,保定,2014年01月历史天气,4℃,-6℃,10℃,-12℃,0,0,01/01,0,01/01
2004,保定,2013年12月历史天气,5℃,-6℃,11℃,-11℃,0,0,12/01,0,12/01
2005,保定,2013年11月历史天气,11℃,0℃,20℃,-8℃,0,0,11/01,0,11/01
2006,保定,2013年10月历史天气,19℃,8℃,26℃,1℃,0,0,10/01,0,10/01
2007,保定,2013年09月历史天气,26℃,15℃,30℃,7℃,0,0,09/01,0,09/01
2008,保定,2013年08月历史天气,31℃,22℃,36℃,14℃,0,0,08/01,0,08/01
2009,保定,2013年07月历史天气,31℃,22℃,36℃,20℃,0,0,07/01,0,07/01
2010,保定,2013年06月历史天气,29℃,20℃,36℃,14℃,0,0,06/01,0,06/01
2011,保定,2013年05月历史天气,28℃,15℃,33℃,9℃,0,0,05/01,0,05/01
2012,保定,2013年04月历史天气,18℃,5℃,26℃,1℃,0,0,04/01,0,04/01
2013,保定,2013年03月历史天气,13℃,1℃,25℃,-5℃,0,0,03/01,0,03/01
2014,保定,2013年02月历史天气,3℃,-5℃,9℃,-12℃,0,0,02/01,0,02/01
2015,保定,2013年01月历史天气,0℃,-10℃,3℃,-16℃,0,0,01/01,0,01/01
2016,保定,2012年12月历史天气,0℃,-8℃,3℃,-14℃,0,0,12/01,0,12/01
2017,保定,2012年11月历史天气,9℃,-1℃,15℃,-6℃,0,0,11/01,0,11/01
2018,保定,2012年10月历史天气,20℃,6℃,26℃,-1℃,0,0,10/01,0,10/01
2019,保定,2012年09月历史天气,25℃,13℃,29℃,5℃,0,0,09/01,0,09/01
2020,保定,2012年08月历史天气,29℃,20℃,33℃,15℃,0,0,08/01,0,08/01
2021,保定,2012年07月历史天气,31℃,22℃,36℃,20℃,0,0,07/01,0,07/01
2022,保定,2012年06月历史天气,30℃,19℃,37℃,16℃,0,0,06/01,0,06/01
2023,保定,2012年05月历史天气,28℃,15℃,34℃,12℃,0,0,05/01,0,05/01
2024,保定,2012年04月历史天气,24℃,10℃,28℃,7℃,0,0,04/01,0,04/01
2025,保定,2012年03月历史天气,11℃,0℃,21℃,-6℃,0,0,03/01,0,03/01
2026,保定,2012年02月历史天气,4℃,-7℃,8℃,-15℃,0,0,02/01,0,02/01
2027,保定,2012年01月历史天气,0℃,-10℃,4℃,-15℃,0,0,01/01,0,01/01
2028,保定,2011年12月历史天气,3℃,-6℃,7℃,-10℃,0,0,12/01,0,12/01
2029,保定,2011年11月历史天气,10℃,1℃,16℃,-6℃,0,0,11/01,0,11/01
2030,保定,2011年10月历史天气,19℃,8℃,25℃,2℃,0,0,10/01,0,10/01
2031,保定,2011年09月历史天气,24℃,13℃,28℃,8℃,0,0,09/01,0,09/01
2032,保定,2011年08月历史天气,30℃,20℃,33℃,18℃,0,0,08/01,0,08/01
2033,保定,2011年07月历史天气,31℃,21℃,35℃,19℃,0,0,07/01,0,07/01
2034,保定,2011年06月历史天气,32℃,19℃,36℃,16℃,0,0,06/01,0,06/01
2035,保定,2011年05月历史天气,26℃,12℃,31℃,9℃,0,0,05/01,0,05/01
2036,保定,2011年04月历史天气,20℃,7℃,27℃,0℃,0,0,04/01,0,04/01
2037,保定,2011年03月历史天气,14℃,0℃,23℃,-7℃,0,0,03/01,0,03/01
2038,保定,2011年02月历史天气,5℃,-6℃,11℃,-11℃,0,0,02/01,0,02/01
2039,保定,2011年01月历史天气,1℃,-11℃,6℃,-14℃,0,0,01/01,0,01/01
2040,宝鸡,2022年04月历史天气,22℃,9℃,32℃,6℃,93,27,04/30,159,04/11
2041,宝鸡,2022年03月历史天气,17℃,6℃,27℃,0℃,156,32,03/26,281,03/14
2042,宝鸡,2022年02月历史天气,7℃,0℃,16℃,-3℃,107,30,02/01,184,02/14
2043,宝鸡,2022年01月历史天气,5℃,-1℃,15℃,-7℃,160,25,01/03,296,01/05
2044,宝鸡,2021年12月历史天气,8℃,-1℃,16℃,-7℃,79,12,12/12,147,12/24
2045,宝鸡,2021年11月历史天气,13℃,1℃,19℃,-4℃,99,26,11/09,172,11/26
2046,宝鸡,2021年10月历史天气,16℃,9℃,33℃,6℃,103,9,10/05,198,10/25
2047,宝鸡,2021年09月历史天气,25℃,17℃,35℃,15℃,30,8,09/24,52,09/23
2048,宝鸡,2021年08月历史天气,28℃,20℃,37℃,17℃,37,13,08/31,62,08/16
2049,宝鸡,2021年07月历史天气,31℃,21℃,39℃,17℃,30,17,07/23,43,07/24
2050,宝鸡,2021年06月历史天气,30℃,19℃,39℃,14℃,34,9,06/16,60,06/07
2051,宝鸡,2021年05月历史天气,26℃,14℃,36℃,11℃,61,12,05/15,110,05/31
2052,宝鸡,2021年04月历史天气,17℃,9℃,32℃,7℃,75,23,04/24,127,04/08
2053,宝鸡,2021年03月历史天气,15℃,5℃,24℃,0℃,171,23,03/31,319,03/29
2054,宝鸡,2021年02月历史天气,13℃,2℃,26℃,0℃,129,25,02/05,234,02/11
2055,宝鸡,2021年01月历史天气,8℃,-1℃,19℃,-6℃,160,25,01/30,296,01/24
2056,宝鸡,2020年12月历史天气,4℃,-1℃,11℃,-5℃,114,24,12/18,205,12/22
2057,宝鸡,2020年11月历史天气,11℃,4℃,20℃,-2℃,137,17,11/21,258,11/13
2058,宝鸡,2020年10月历史天气,15℃,9℃,24℃,5℃,85,12,10/30,158,10/25
2059,宝鸡,2020年09月历史天气,23℃,15℃,32℃,11℃,61,20,09/21,103,09/11
2060,宝鸡,2020年08月历史天气,27℃,20℃,33℃,17℃,43,14,08/01,72,08/09
2061,宝鸡,2020年07月历史天气,28℃,21℃,35℃,19℃,52,20,07/30,84,07/28
2062,宝鸡,2020年06月历史天气,28℃,19℃,36℃,11℃,45,23,06/27,67,06/19
2063,宝鸡,2020年05月历史天气,27℃,14℃,34℃,10℃,65,28,05/24,102,05/03
2064,宝鸡,2020年04月历史天气,21℃,9℃,33℃,4℃,70,26,04/02,114,04/17
2065,宝鸡,2020年03月历史天气,17℃,5℃,25℃,1℃,100,26,03/26,174,03/07
2066,宝鸡,2020年02月历史天气,11℃,1℃,20℃,-6℃,116,24,02/15,209,02/26
2067,宝鸡,2020年01月历史天气,6℃,0℃,11℃,-3℃,142,30,01/18,254,01/25
2068,宝鸡,2019年12月历史天气,8℃,0℃,13℃,-4℃,213,23,12/26,404,12/23
2069,宝鸡,2019年11月历史天气,12℃,5℃,21℃,0℃,112,17,11/24,207,11/22
2070,宝鸡,2019年10月历史天气,17℃,11℃,26℃,7℃,67,13,10/06,122,10/18
2071,宝鸡,2019年09月历史天气,23℃,16℃,30℃,12℃,52,15,09/14,89,09/28
2072,宝鸡,2019年08月历史天气,30℃,21℃,38℃,19℃,50,20,08/14,80,08/19
2073,宝鸡,2019年07月历史天气,30℃,22℃,37℃,19℃,38,17,07/29,60,07/25
2074,宝鸡,2019年06月历史天气,28℃,20℃,36℃,17℃,43,21,06/20,66,06/24
2075,宝鸡,2019年05月历史天气,24℃,14℃,35℃,9℃,205,13,05/08,397,05/12
2076,宝鸡,2019年04月历史天气,23℃,12℃,32℃,7℃,71,13,04/15,130,04/16
2077,宝鸡,2019年03月历史天气,16℃,6℃,26℃,3℃,91,31,03/17,152,03/08
2078,宝鸡,2019年02月历史天气,7℃,0℃,13℃,-6℃,147,32,02/06,262,02/20
2079,宝鸡,2019年01月历史天气,5℃,-2℃,12℃,-7℃,202,1,01/07,403,01/06
2080,宝鸡,2018年12月历史天气,5℃,-1℃,14℃,-6℃,214,29,12/28,400,12/03
2081,宝鸡,2018年11月历史天气,12℃,3℃,19℃,-2℃,171,22,11/16,320,11/27
